iter	Logloss
0	0.5715056006
1	0.4846652382
2	0.4187195925
3	0.3734370836
4	0.3358011983
5	0.3135060905
6	0.2896255478
7	0.2718886484
8	0.2550985204
9	0.2433896765
10	0.2341384574
11	0.2278403701
12	0.2193303675
13	0.2120060007
14	0.206391173
15	0.2014122693
16	0.1984973869
17	0.1945685373
18	0.1903948499
19	0.1866958072
20	0.1831029567
21	0.1804728883
22	0.1778167013
23	0.175327886
24	0.1735846952
25	0.1716032008
26	0.169366429
27	0.1680670376
28	0.1662413934
29	0.164904763
30	0.163486688
31	0.1612312437
32	0.1601064108
33	0.1590127037
34	0.1578836161
35	0.1566071774
36	0.1558742411
37	0.1549728411
38	0.1540118101
39	0.1529363853
40	0.1519576979
41	0.1507808462
42	0.1500544632
43	0.1494161154
44	0.1484363427
45	0.1475124776
46	0.1469674664
47	0.1460425468
48	0.1453400318
49	0.1445008686
50	0.1434006834
51	0.1428542235
52	0.1421947726
53	0.1413008678
54	0.1405579297
55	0.1400294049
56	0.1393356921
57	0.1389036004
58	0.1384893566
59	0.1378169767
60	0.1372678184
61	0.1368765255
62	0.1363418985
63	0.1357602232
64	0.135054444
65	0.1344616329
66	0.1339627894
67	0.1333108409
68	0.132416383
69	0.1318787063
70	0.1314272196
71	0.1311000748
72	0.1308322629
73	0.1303318342
74	0.1298534125
75	0.1296311719
76	0.1292680351
77	0.1290103368
78	0.1287424572
79	0.1283497824
80	0.1277047359
81	0.1274221872
82	0.1271308496
83	0.1267520605
84	0.1265191185
85	0.1261494498
86	0.1258135841
87	0.1254277451
88	0.1251387533
89	0.1247403806
90	0.1244784618
91	0.1240560811
92	0.123814044
93	0.123668453
94	0.1233165122
95	0.1230770251
96	0.1227743487
97	0.1222521485
98	0.1218979266
99	0.1214836096
100	0.1211565212
101	0.1209826842
102	0.1204893108
103	0.120248915
104	0.1199562241
105	0.1194781507
106	0.1192206698
107	0.1189519403
108	0.1182359943
109	0.1180164225
110	0.1178406592
111	0.1174784147
112	0.1172857744
113	0.1170550373
114	0.1167389327
115	0.1165776607
116	0.1163223491
117	0.1162174059
118	0.1159236925
119	0.1156402565
120	0.1154384591
121	0.1152585472
122	0.1150417508
123	0.1149952566
124	0.1148008473
125	0.1146153547
126	0.114516172
127	0.1143682622
128	0.1140402649
129	0.113738449
130	0.1136001317
131	0.1134900703
132	0.1133258995
133	0.1131589533
134	0.1129632177
135	0.1125825687
136	0.1124332819
137	0.1121198839
138	0.1120023017
139	0.1118514645
140	0.1117232891
141	0.1115626877
142	0.1113031064
143	0.1111527153
144	0.1109963571
145	0.1108009991
146	0.1106978142
147	0.1105329505
148	0.1104775533
149	0.110115136
150	0.1099643163
151	0.1098110732
152	0.1096795645
153	0.109566397
154	0.1094591528
155	0.109223973
156	0.1090087601
157	0.108826354
158	0.1083522147
159	0.1081182262
160	0.1079619698
161	0.1077682303
162	0.1075838928
163	0.1073815549
164	0.1071242788
165	0.1069611366
166	0.1067905318
167	0.1065422145
168	0.1065078202
169	0.106365249
170	0.1061149753
171	0.1059939651
172	0.1058894418
173	0.1057951496
174	0.1056868573
175	0.1055872754
176	0.1054498032
177	0.1053504156
178	0.1051400499
179	0.1050036329
180	0.1048696428
181	0.1047996083
182	0.1046336664
183	0.1045179322
184	0.1043063449
185	0.1040418645
186	0.1040131991
187	0.1039713174
188	0.1037827041
189	0.1035358932
190	0.1033626795
191	0.103191709
192	0.103067826
193	0.1030635372
194	0.1029400041
195	0.1027622318
196	0.1025934026
197	0.1024930686
198	0.1022163797
199	0.1020918824
200	0.101871497
201	0.1017042236
202	0.101518628
203	0.1015151931
204	0.1015114258
205	0.1013423521
206	0.1012198322
207	0.1010454337
208	0.1008732417
209	0.1007394599
210	0.1006062625
211	0.1005028417
212	0.1003900822
213	0.100215423
214	0.1000663933
215	0.09978560818
216	0.09963004635
217	0.09946735417
218	0.09935893588
219	0.09915532089
220	0.09898835391
221	0.09879822437
222	0.09873733971
223	0.09863203595
224	0.09862920126
225	0.09855234787
226	0.09840451298
227	0.098401925
228	0.09823200093
229	0.09812788033
230	0.09801331988
231	0.09785282546
232	0.09772984874
233	0.09761031059
234	0.09751023365
235	0.09732591723
236	0.09720272528
237	0.09711141139
238	0.09691928719
239	0.09676717613
240	0.09660608164
241	0.09651508972
242	0.09642425519
243	0.09627999902
244	0.09627740404
245	0.09610980018
246	0.09599812198
247	0.09594770117
248	0.09581141718
249	0.09572182694
250	0.0956055975
251	0.09560343823
252	0.09539588766
253	0.0953454441
254	0.09523420511
255	0.09516501583
256	0.09507141155
257	0.0949565889
258	0.09488022014
259	0.09484299291
260	0.09475820405
261	0.09475613927
262	0.09465960744
263	0.09449599137
264	0.09436154291
265	0.09425389103
266	0.09417927034
267	0.09409060568
268	0.09403090555
269	0.09389009999
270	0.09377609803
271	0.09369618066
272	0.09363942029
273	0.09363755149
274	0.09356684689
275	0.09343972136
276	0.09330911898
277	0.09322578597
278	0.09307289815
279	0.09296864265
280	0.09296652188
281	0.09284827511
282	0.09274839761
283	0.09266730377
284	0.0926656397
285	0.09259151246
286	0.09244251779
287	0.09238400934
288	0.09227443091
289	0.09219787845
290	0.09210908079
291	0.09195005449
292	0.09185144563
293	0.09170417632
294	0.09170272223
295	0.09162669826
296	0.09153004394
297	0.0914174715
298	0.09130038464
299	0.09129897779
300	0.09118634247
301	0.09109216247
302	0.0910045092
303	0.09091445868
304	0.09084960185
305	0.09077933993
306	0.09073824736
307	0.09064829833
308	0.09056790844
309	0.09052422449
310	0.09041288557
311	0.09036373503
312	0.0902642005
313	0.0901712206
314	0.09008920529
315	0.09001618568
316	0.08997476249
317	0.08984894052
318	0.08973406717
319	0.08966241066
320	0.08959864737
321	0.08951702044
322	0.08941745436
323	0.08935945163
324	0.08933638387
325	0.08924192938
326	0.08914977206
327	0.08907655648
328	0.08903616734
329	0.08891442949
330	0.08882536761
331	0.08874472077
332	0.08868818262
333	0.08860330804
334	0.08847686117
335	0.08837703621
336	0.088344208
337	0.08829732529
338	0.0882442447
339	0.08815826772
340	0.0880997523
341	0.08805008743
342	0.08800908759
343	0.08790603772
344	0.08781958481
345	0.0877480438
346	0.08765276311
347	0.08752503057
348	0.08748126599
349	0.08740144319
350	0.08733790562
351	0.08724759272
352	0.08721044423
353	0.0871662722
354	0.08708661913
355	0.08701171851
356	0.08697114915
357	0.08692048336
358	0.08688862105
359	0.08681580791
360	0.08669987243
361	0.08662764373
362	0.08656186133
363	0.08649196649
364	0.08642779216
365	0.08636293148
366	0.08626925884
367	0.08620495679
368	0.08613462302
369	0.0861099016
370	0.08604099405
371	0.0860382241
372	0.0859732291
373	0.085918684
374	0.08581808205
375	0.08574135984
376	0.08568251368
377	0.08553551035
378	0.08546278147
379	0.08546183132
380	0.08535640871
381	0.08532670567
382	0.08528529289
383	0.08522851671
384	0.08512406689
385	0.085049042
386	0.08500709379
387	0.08493330472
388	0.08487267212
389	0.0848076369
390	0.08477474395
391	0.08476464754
392	0.08470448204
393	0.08464879563
394	0.08462079166
395	0.0845767875
396	0.08453266429
397	0.08446372886
398	0.08438326029
399	0.08434564636
400	0.08427063896
401	0.084218776
402	0.08419027507
403	0.08413469758
404	0.08409656386
405	0.08401299988
406	0.08391850659
407	0.08388744919
408	0.08380761752
409	0.08373478149
410	0.08365274683
411	0.08358491551
412	0.08353051563
413	0.08348849566
414	0.08337992341
415	0.08334963924
416	0.08328727598
417	0.08321409715
418	0.08316084699
419	0.08311298798
420	0.08302351132
421	0.08296087341
422	0.08290024412
423	0.08280175077
424	0.08274900621
425	0.08265595637
426	0.08261364594
427	0.0825295726
428	0.08248179051
429	0.08241416566
430	0.08236085418
431	0.08236007726
432	0.08227714312
433	0.082236677
434	0.08218778386
435	0.08210084617
436	0.08205187596
437	0.08202481679
438	0.08196500998
439	0.08196367312
440	0.08190016725
441	0.08186810898
442	0.08182143285
443	0.08175856389
444	0.08167763348
445	0.08162849695
446	0.08156618443
447	0.08152841652
448	0.08145726395
449	0.08142537372
450	0.08136026152
451	0.0813194646
452	0.08125836295
453	0.08122822419
454	0.08118546055
455	0.08107834237
456	0.08104957022
457	0.08097057851
458	0.0809035905
459	0.0808290483
460	0.08077247691
461	0.08072294326
462	0.08068437559
463	0.08060897632
464	0.08060104968
465	0.08052444987
466	0.08046827221
467	0.08041829243
468	0.08036252597
469	0.08031488736
470	0.08024799548
471	0.08021180064
472	0.08016440703
473	0.08002977852
474	0.07999069999
475	0.07996790512
476	0.07988456688
477	0.0798160093
478	0.07979676313
479	0.07975744312
480	0.07970732152
481	0.079653289
482	0.07965259957
483	0.07962032081
484	0.07958784431
485	0.07952285808
486	0.07949063706
487	0.07948972891
488	0.07945926832
489	0.07943617781
490	0.07943551288
491	0.07939136683
492	0.07935574773
493	0.07929260402
494	0.07922399236
495	0.07916794942
496	0.07913734884
497	0.07906327614
498	0.07898073912
499	0.07890991376
500	0.07889324857
501	0.07881236538
502	0.07875517802
503	0.0786754393
504	0.078629624
505	0.07858510531
506	0.0785793326
507	0.07852476493
508	0.0784730685
509	0.07844885287
510	0.07842231173
511	0.07842156632
512	0.07840166221
513	0.07840104102
514	0.07834131132
515	0.07834071463
516	0.07831375521
517	0.07825384168
518	0.07825325724
519	0.07822075618
520	0.07818187536
521	0.07813263911
522	0.0781237974
523	0.07807725934
524	0.07804241009
525	0.07797970209
526	0.07791699412
527	0.07788879242
528	0.07783657458
529	0.0777938372
530	0.07774702625
531	0.07771533368
532	0.07771474399
533	0.07764939906
534	0.07758440581
535	0.07756750962
536	0.07752030505
537	0.07749388654
538	0.07744172818
539	0.0774104328
540	0.07735324547
541	0.07734756909
542	0.07729122683
543	0.07727072256
544	0.07723533961
545	0.07722810414
546	0.07715590518
547	0.07710192701
548	0.07707450221
549	0.07702905965
550	0.07697627311
551	0.07695418349
552	0.07695375129
553	0.07691415132
554	0.07691331841
555	0.07691240326
556	0.0768477216
557	0.07674903204
558	0.07671031223
559	0.07664927358
560	0.07658819643
561	0.07654595598
562	0.07648301868
563	0.07642325562
